학생ID,학생명,차시번호,차시명,문항번호,문항유형,성취영역,성취기준코드,정답여부,풀이시간(초),재시도횟수,오류유형,AI도움사용,실시일
S30314,장진지,1,국어 1차시,5,서술형,문법,국1-05,정답,71,0,,아니오,2026-06-27
S30314,장진지,2,국어 2차시,1,단답형,듣기말하기,국2-01,정답,107,0,,아니오,2026-07-04
S30314,장진지,2,국어 2차시,2,서술형,문법,국2-02,정답,40,0,,아니오,2026-07-04
S30314,장진지,2,국어 2차시,3,단답형,읽기,국2-03,정답,67,0,,아니오,2026-07-04
S30314,장진지,2,국어 2차시,4,선택형,쓰기,국2-04,정답,59,0,,아니오,2026-07-04
S30314,장진지,2,국어 2차시,5,수행형,문학,국2-05,오답,79,3,계산실수,아니오,2026-07-04
S30314,장진지,3,국어 3차시,1,단답형,문학,국3-01,정답,48,1,,아니오,2026-07-11
S30314,장진지,3,국어 3차시,2,수행형,읽기,국3-02,오답,48,3,계산실수,아니오,2026-07-11
S30314,장진지,3,국어 3차시,3,선택형,문법,국3-03,정답,63,1,,아니오,2026-07-11
S30314,장진지,3,국어 3차시,4,수행형,읽기,국3-04,오답,57,1,공식적용오류,아니오,2026-07-11
S30314,장진지,3,국어 3차시,5,단답형,쓰기,국3-05,정답,47,0,,예,2026-07-11
S30314,장진지,4,국어 4차시,1,수행형,쓰기,국4-01,정답,84,0,,예,2026-07-18
S30314,장진지,4,국어 4차시,2,수행형,쓰기,국4-02,정답,100,0,,아니오,2026-07-18
S30314,장진지,4,국어 4차시,3,수행형,문법,국4-03,정답,39,0,,아니오,2026-07-18
S30314,장진지,4,국어 4차시,4,선택형,문학,국4-04,정답,58,0,,아니오,2026-07-18
S30314,장진지,4,국어 4차시,5,단답형,쓰기,국4-05,정답,53,0,,아니오,2026-07-18
S30315,박시호,1,국어 1차시,1,단답형,문법,국1-01,오답,23,2,문제해석오류,아니오,2026-06-27
S30315,박시호,1,국어 1차시,2,서술형,듣기말하기,국1-02,오답,70,2,문제해석오류,아니오,2026-06-27
S30315,박시호,1,국어 1차시,3,선택형,읽기,국1-03,정답,81,0,,아니오,2026-06-27
S30315,박시호,1,국어 1차시,4,선택형,듣기말하기,국1-04,정답,68,0,,아니오,2026-06-27
S30315,박시호,1,국어 1차시,5,수행형,쓰기,국1-05,정답,70,0,,아니오,2026-06-27
S30315,박시호,2,국어 2차시,1,서술형,듣기말하기,국2-01,정답,85,0,,예,2026-07-04
S30315,박시호,2,국어 2차시,2,수행형,듣기말하기,국2-02,정답,83,0,,예,2026-07-04
S30315,박시호,2,국어 2차시,3,서술형,문법,국2-03,정답,68,0,,예,2026-07-04
S30315,박시호,2,국어 2차시,4,수행형,듣기말하기,국2-04,정답,66,0,,예,2026-07-04
S30315,박시호,2,국어 2차시,5,선택형,듣기말하기,국2-05,정답,57,0,,예,2026-07-04
S30315,박시호,3,국어 3차시,1,단답형,읽기,국3-01,정답,53,0,,예,2026-07-11
S30315,박시호,3,국어 3차시,2,단답형,문법,국3-02,정답,116,0,,예,2026-07-11
S30315,박시호,3,국어 3차시,3,단답형,문법,국3-03,정답,40,0,,예,2026-07-11
S30315,박시호,3,국어 3차시,4,수행형,문학,국3-04,정답,35,0,,아니오,2026-07-11
S30315,박시호,3,국어 3차시,5,서술형,듣기말하기,국3-05,정답,53,1,,아니오,2026-07-11
S30315,박시호,4,국어 4차시,1,선택형,문학,국4-01,정답,34,1,,예,2026-07-18
S30315,박시호,4,국어 4차시,2,서술형,쓰기,국4-02,오답,81,2,문제해석오류,예,2026-07-18
S30315,박시호,4,국어 4차시,3,서술형,쓰기,국4-03,정답,107,0,,예,2026-07-18
S30315,박시호,4,국어 4차시,4,단답형,문법,국4-04,정답,40,0,,아니오,2026-07-18
S30315,박시호,4,국어 4차시,5,선택형,문학,국4-05,오답,82,3,계산실수,예,2026-07-18
S30316,서시은,1,국어 1차시,1,서술형,쓰기,국1-01,정답,105,0,,아니오,2026-06-27
S30316,서시은,1,국어 1차시,2,서술형,문학,국1-02,정답,10,0,,아니오,2026-06-27
S30316,서시은,1,국어 1차시,3,수행형,문법,국1-03,정답,103,0,,아니오,2026-06-27
S30316,서시은,1,국어 1차시,4,수행형,문법,국1-04,정답,101,0,,예,2026-06-27
S30316,서시은,1,국어 1차시,5,수행형,쓰기,국1-05,정답,58,1,,아니오,2026-06-27
S30316,서시은,2,국어 2차시,1,단답형,쓰기,국2-01,정답,68,0,,예,2026-07-04
S30316,서시은,2,국어 2차시,2,수행형,문학,국2-02,정답,72,0,,예,2026-07-04
S30316,서시은,2,국어 2차시,3,서술형,읽기,국2-03,정답,49,1,,아니오,2026-07-04
S30316,서시은,2,국어 2차시,4,수행형,읽기,국2-04,정답,10,0,,아니오,2026-07-04
S30316,서시은,2,국어 2차시,5,수행형,읽기,국2-05,정답,15,0,,예,2026-07-04
S30316,서시은,3,국어 3차시,1,수행형,듣기말하기,국3-01,정답,91,0,,아니오,2026-07-11
S30316,서시은,3,국어 3차시,2,단답형,읽기,국3-02,정답,30,0,,예,2026-07-11
S30316,서시은,3,국어 3차시,3,서술형,문학,국3-03,정답,28,0,,아니오,2026-07-11
S30316,서시은,3,국어 3차시,4,선택형,쓰기,국3-04,정답,45,0,,아니오,2026-07-11
S30316,서시은,3,국어 3차시,5,서술형,문학,국3-05,오답,66,1,계산실수,예,2026-07-11
S30316,서시은,4,국어 4차시,1,서술형,읽기,국4-01,정답,61,1,,아니오,2026-07-18
S30316,서시은,4,국어 4차시,2,단답형,문학,국4-02,정답,97,0,,예,2026-07-18
S30316,서시은,4,국어 4차시,3,선택형,듣기말하기,국4-03,정답,77,1,,예,2026-07-18
S30316,서시은,4,국어 4차시,4,선택형,문학,국4-04,오답,119,1,문제해석오류,아니오,2026-07-18
S30316,서시은,4,국어 4차시,5,서술형,읽기,국4-05,오답,73,1,공식적용오류,아니오,2026-07-18
S30317,손은호,1,국어 1차시,1,서술형,쓰기,국1-01,오답,54,2,개념이해부족,아니오,2026-06-27
S30317,손은호,1,국어 1차시,2,단답형,쓰기,국1-02,오답,70,3,시간부족,아니오,2026-06-27
S30317,손은호,1,국어 1차시,3,서술형,읽기,국1-03,정답,39,0,,아니오,2026-06-27
S30317,손은호,1,국어 1차시,4,서술형,쓰기,국1-04,정답,92,0,,아니오,2026-06-27
S30317,손은호,1,국어 1차시,5,수행형,문법,국1-05,오답,90,3,답형식오류,예,2026-06-27
S30317,손은호,2,국어 2차시,1,서술형,문학,국2-01,정답,97,0,,아니오,2026-07-04
S30317,손은호,2,국어 2차시,2,선택형,쓰기,국2-02,정답,59,0,,아니오,2026-07-04
S30317,손은호,2,국어 2차시,3,수행형,듣기말하기,국2-03,정답,92,1,,아니오,2026-07-04
S30317,손은호,2,국어 2차시,4,단답형,쓰기,국2-04,정답,147,1,,아니오,2026-07-04
S30317,손은호,2,국어 2차시,5,선택형,쓰기,국2-05,오답,27,1,문제해석오류,아니오,2026-07-04
S30317,손은호,3,국어 3차시,1,수행형,문학,국3-01,오답,87,2,계산실수,아니오,2026-07-11
S30317,손은호,3,국어 3차시,2,서술형,쓰기,국3-02,오답,67,2,답형식오류,예,2026-07-11
S30317,손은호,3,국어 3차시,3,수행형,문학,국3-03,오답,76,1,개념이해부족,예,2026-07-11
S30317,손은호,3,국어 3차시,4,단답형,듣기말하기,국3-04,오답,41,2,답형식오류,아니오,2026-07-11
S30317,손은호,3,국어 3차시,5,서술형,읽기,국3-05,정답,72,0,,아니오,2026-07-11
S30317,손은호,4,국어 4차시,1,수행형,문학,국4-01,오답,62,3,계산실수,아니오,2026-07-18
S30317,손은호,4,국어 4차시,2,단답형,듣기말하기,국4-02,정답,87,0,,아니오,2026-07-18
S30317,손은호,4,국어 4차시,3,서술형,쓰기,국4-03,정답,62,0,,아니오,2026-07-18
S30317,손은호,4,국어 4차시,4,선택형,듣기말하기,국4-04,오답,78,3,시간부족,아니오,2026-07-18
S30317,손은호,4,국어 4차시,5,선택형,읽기,국4-05,정답,56,0,,아니오,2026-07-18
S30318,오진율,1,국어 1차시,1,서술형,문법,국1-01,정답,60,0,,예,2026-06-27
S30318,오진율,1,국어 1차시,2,단답형,문학,국1-02,정답,22,0,,예,2026-06-27
S30318,오진율,1,국어 1차시,3,단답형,문학,국1-03,오답,18,1,계산실수,예,2026-06-27
S30318,오진율,1,국어 1차시,4,서술형,읽기,국1-04,정답,50,0,,아니오,2026-06-27
S30318,오진율,1,국어 1차시,5,수행형,쓰기,국1-05,정답,10,0,,예,2026-06-27
S30318,오진율,2,국어 2차시,1,서술형,읽기,국2-01,정답,136,0,,예,2026-07-04
S30318,오진율,2,국어 2차시,2,수행형,문법,국2-02,정답,94,0,,아니오,2026-07-04
S30318,오진율,2,국어 2차시,3,선택형,듣기말하기,국2-03,정답,88,0,,아니오,2026-07-04
S30318,오진율,2,국어 2차시,4,서술형,읽기,국2-04,오답,69,3,공식적용오류,아니오,2026-07-04
S30318,오진율,2,국어 2차시,5,수행형,듣기말하기,국2-05,정답,53,0,,아니오,2026-07-04
S30318,오진율,3,국어 3차시,1,선택형,문학,국3-01,정답,60,0,,예,2026-07-11
S30318,오진율,3,국어 3차시,2,서술형,쓰기,국3-02,정답,61,0,,아니오,2026-07-11
S30318,오진율,3,국어 3차시,3,단답형,읽기,국3-03,정답,55,0,,아니오,2026-07-11
S30318,오진율,3,국어 3차시,4,서술형,문법,국3-04,정답,52,0,,예,2026-07-11
S30318,오진율,3,국어 3차시,5,단답형,문학,국3-05,정답,51,0,,아니오,2026-07-11
S30318,오진율,4,국어 4차시,1,수행형,읽기,국4-01,정답,36,0,,예,2026-07-18
S30318,오진율,4,국어 4차시,2,수행형,읽기,국4-02,정답,26,0,,아니오,2026-07-18
S30318,오진율,4,국어 4차시,3,선택형,문학,국4-03,정답,49,0,,아니오,2026-07-18
S30318,오진율,4,국어 4차시,4,선택형,쓰기,국4-04,정답,50,0,,아니오,2026-07-18
S30318,오진율,4,국어 4차시,5,선택형,읽기,국4-05,오답,101,2,개념이해부족,아니오,2026-07-18
S30319,남유원,1,국어 1차시,1,수행형,문학,국1-01,정답,60,0,,아니오,2026-06-27
S30319,남유원,1,국어 1차시,2,선택형,읽기,국1-02,정답,80,0,,아니오,2026-06-27
S30319,남유원,1,국어 1차시,3,선택형,읽기,국1-03,정답,123,0,,예,2026-06-27
S30319,남유원,1,국어 1차시,4,서술형,문학,국1-04,오답,113,3,계산실수,아니오,2026-06-27
S30319,남유원,1,국어 1차시,5,서술형,읽기,국1-05,정답,101,0,,예,2026-06-27
S30319,남유원,2,국어 2차시,1,서술형,문학,국2-01,오답,91,2,답형식오류,아니오,2026-07-04
S30319,남유원,2,국어 2차시,2,서술형,문법,국2-02,정답,77,0,,아니오,2026-07-04
S30319,남유원,2,국어 2차시,3,서술형,문법,국2-03,오답,10,2,개념이해부족,아니오,2026-07-04
S30319,남유원,2,국어 2차시,4,단답형,문법,국2-04,정답,73,0,,아니오,2026-07-04
S30319,남유원,2,국어 2차시,5,서술형,읽기,국2-05,정답,10,1,,예,2026-07-04
S30319,남유원,3,국어 3차시,1,서술형,쓰기,국3-01,오답,89,2,계산실수,아니오,2026-07-11
S30319,남유원,3,국어 3차시,2,단답형,읽기,국3-02,정답,10,0,,아니오,2026-07-11
S30319,남유원,3,국어 3차시,3,단답형,쓰기,국3-03,정답,33,0,,아니오,2026-07-11
S30319,남유원,3,국어 3차시,4,수행형,듣기말하기,국3-04,정답,49,0,,아니오,2026-07-11
S30319,남유원,3,국어 3차시,5,수행형,듣기말하기,국3-05,오답,92,3,개념이해부족,아니오,2026-07-11
S30319,남유원,4,국어 4차시,1,서술형,읽기,국4-01,정답,51,0,,아니오,2026-07-18
S30319,남유원,4,국어 4차시,2,단답형,듣기말하기,국4-02,오답,70,3,계산실수,아니오,2026-07-18
S30319,남유원,4,국어 4차시,3,단답형,문학,국4-03,정답,114,0,,예,2026-07-18
S30319,남유원,4,국어 4차시,4,수행형,쓰기,국4-04,오답,84,3,시간부족,아니오,2026-07-18
S30319,남유원,4,국어 4차시,5,수행형,문법,국4-05,정답,90,0,,아니오,2026-07-18
S30320,조선우,1,국어 1차시,1,단답형,읽기,국1-01,정답,85,0,,아니오,2026-06-27
S30320,조선우,1,국어 1차시,2,수행형,문학,국1-02,정답,66,0,,예,2026-06-27
S30320,조선우,1,국어 1차시,3,수행형,쓰기,국1-03,오답,82,2,공식적용오류,예,2026-06-27
S30320,조선우,1,국어 1차시,4,선택형,듣기말하기,국1-04,오답,64,3,문제해석오류,아니오,2026-06-27
S30320,조선우,1,국어 1차시,5,선택형,쓰기,국1-05,정답,93,0,,예,2026-06-27
S30320,조선우,2,국어 2차시,1,선택형,듣기말하기,국2-01,오답,105,1,시간부족,아니오,2026-07-04
S30320,조선우,2,국어 2차시,2,서술형,읽기,국2-02,정답,98,0,,예,2026-07-04
S30320,조선우,2,국어 2차시,3,단답형,문법,국2-03,정답,42,0,,아니오,2026-07-04
S30320,조선우,2,국어 2차시,4,서술형,문학,국2-04,정답,73,1,,예,2026-07-04
S30320,조선우,2,국어 2차시,5,수행형,읽기,국2-05,정답,93,0,,예,2026-07-04
S30320,조선우,3,국어 3차시,1,선택형,문법,국3-01,정답,94,0,,예,2026-07-11
S30320,조선우,3,국어 3차시,2,서술형,쓰기,국3-02,정답,72,0,,예,2026-07-11
S30320,조선우,3,국어 3차시,3,선택형,문법,국3-03,정답,51,0,,아니오,2026-07-11
S30320,조선우,3,국어 3차시,4,서술형,문법,국3-04,정답,52,0,,예,2026-07-11
S30320,조선우,3,국어 3차시,5,수행형,읽기,국3-05,정답,80,0,,예,2026-07-11
S30320,조선우,4,국어 4차시,1,서술형,쓰기,국4-01,오답,86,2,계산실수,예,2026-07-18
S30320,조선우,4,국어 4차시,2,선택형,듣기말하기,국4-02,정답,69,0,,예,2026-07-18
S30320,조선우,4,국어 4차시,3,서술형,듣기말하기,국4-03,정답,54,1,,예,2026-07-18
S30320,조선우,4,국어 4차시,4,수행형,문법,국4-04,오답,10,2,시간부족,예,2026-07-18
S30320,조선우,4,국어 4차시,5,서술형,문학,국4-05,정답,10,0,,예,2026-07-18
S30321,유선희,1,국어 1차시,1,수행형,문법,국1-01,정답,51,0,,예,2026-06-27
S30321,유선희,1,국어 1차시,2,단답형,쓰기,국1-02,정답,22,0,,아니오,2026-06-27
S30321,유선희,1,국어 1차시,3,선택형,문학,국1-03,오답,70,1,시간부족,아니오,2026-06-27
S30321,유선희,1,국어 1차시,4,수행형,문법,국1-04,정답,72,1,,아니오,2026-06-27
S30321,유선희,1,국어 1차시,5,선택형,문법,국1-05,정답,70,0,,예,2026-06-27
S30321,유선희,2,국어 2차시,1,선택형,문법,국2-01,정답,81,0,,아니오,2026-07-04
S30321,유선희,2,국어 2차시,2,선택형,읽기,국2-02,정답,26,0,,아니오,2026-07-04
S30321,유선희,2,국어 2차시,3,수행형,문학,국2-03,정답,63,0,,예,2026-07-04
S30321,유선희,2,국어 2차시,4,서술형,듣기말하기,국2-04,정답,71,0,,예,2026-07-04
S30321,유선희,2,국어 2차시,5,수행형,듣기말하기,국2-05,정답,50,0,,예,2026-07-04
S30321,유선희,3,국어 3차시,1,선택형,읽기,국3-01,정답,54,1,,아니오,2026-07-11
S30321,유선희,3,국어 3차시,2,서술형,쓰기,국3-02,정답,10,0,,아니오,2026-07-11
S30321,유선희,3,국어 3차시,3,단답형,쓰기,국3-03,정답,15,0,,아니오,2026-07-11
S30321,유선희,3,국어 3차시,4,서술형,쓰기,국3-04,정답,64,0,,예,2026-07-11
S30321,유선희,3,국어 3차시,5,선택형,듣기말하기,국3-05,정답,107,0,,아니오,2026-07-11
S30321,유선희,4,국어 4차시,1,수행형,문법,국4-01,정답,34,0,,아니오,2026-07-18
S30321,유선희,4,국어 4차시,2,서술형,문학,국4-02,정답,53,0,,예,2026-07-18
S30321,유선희,4,국어 4차시,3,수행형,듣기말하기,국4-03,정답,45,0,,아니오,2026-07-18
S30321,유선희,4,국어 4차시,4,선택형,쓰기,국4-04,정답,42,0,,아니오,2026-07-18
S30321,유선희,4,국어 4차시,5,서술형,읽기,국4-05,정답,86,0,,아니오,2026-07-18
S30322,허주현,1,국어 1차시,1,단답형,읽기,국1-01,오답,99,3,계산실수,아니오,2026-06-27
S30322,허주현,1,국어 1차시,2,선택형,듣기말하기,국1-02,정답,63,0,,예,2026-06-27
S30322,허주현,1,국어 1차시,3,선택형,쓰기,국1-03,정답,99,0,,예,2026-06-27
S30322,허주현,1,국어 1차시,4,선택형,듣기말하기,국1-04,오답,49,1,시간부족,예,2026-06-27
S30322,허주현,1,국어 1차시,5,선택형,쓰기,국1-05,정답,74,0,,예,2026-06-27
S30322,허주현,2,국어 2차시,1,수행형,문법,국2-01,정답,70,0,,아니오,2026-07-04
S30322,허주현,2,국어 2차시,2,서술형,읽기,국2-02,정답,72,0,,예,2026-07-04
S30322,허주현,2,국어 2차시,3,서술형,쓰기,국2-03,정답,88,1,,아니오,2026-07-04
S30322,허주현,2,국어 2차시,4,서술형,읽기,국2-04,오답,62,1,시간부족,아니오,2026-07-04
S30322,허주현,2,국어 2차시,5,선택형,쓰기,국2-05,오답,93,3,계산실수,예,2026-07-04
S30322,허주현,3,국어 3차시,1,수행형,읽기,국3-01,정답,62,0,,예,2026-07-11
S30322,허주현,3,국어 3차시,2,서술형,문법,국3-02,정답,76,0,,아니오,2026-07-11
S30322,허주현,3,국어 3차시,3,서술형,문법,국3-03,정답,38,0,,예,2026-07-11
S30322,허주현,3,국어 3차시,4,서술형,읽기,국3-04,정답,37,0,,예,2026-07-11
S30322,허주현,3,국어 3차시,5,단답형,듣기말하기,국3-05,오답,69,3,계산실수,예,2026-07-11
S30322,허주현,4,국어 4차시,1,단답형,쓰기,국4-01,오답,54,1,계산실수,아니오,2026-07-18
S30322,허주현,4,국어 4차시,2,단답형,읽기,국4-02,정답,78,1,,예,2026-07-18
S30322,허주현,4,국어 4차시,3,서술형,읽기,국4-03,정답,19,0,,예,2026-07-18
S30322,허주현,4,국어 4차시,4,서술형,문학,국4-04,정답,86,0,,예,2026-07-18
S30322,허주현,4,국어 4차시,5,선택형,쓰기,국4-05,정답,36,1,,예,2026-07-18
S30323,오진은,1,국어 1차시,1,선택형,듣기말하기,국1-01,오답,133,1,공식적용오류,예,2026-06-27
S30323,오진은,1,국어 1차시,2,서술형,문학,국1-02,오답,45,1,답형식오류,아니오,2026-06-27
S30323,오진은,1,국어 1차시,3,단답형,쓰기,국1-03,오답,65,1,공식적용오류,아니오,2026-06-27
S30323,오진은,1,국어 1차시,4,서술형,읽기,국1-04,오답,107,2,계산실수,아니오,2026-06-27
S30323,오진은,1,국어 1차시,5,단답형,읽기,국1-05,오답,48,2,답형식오류,아니오,2026-06-27
S30323,오진은,2,국어 2차시,1,수행형,문법,국2-01,오답,59,1,답형식오류,예,2026-07-04
S30323,오진은,2,국어 2차시,2,수행형,듣기말하기,국2-02,오답,63,2,개념이해부족,예,2026-07-04
S30323,오진은,2,국어 2차시,3,서술형,듣기말하기,국2-03,정답,81,0,,아니오,2026-07-04
S30323,오진은,2,국어 2차시,4,단답형,문학,국2-04,오답,37,1,답형식오류,아니오,2026-07-04
S30323,오진은,2,국어 2차시,5,선택형,문학,국2-05,오답,77,3,답형식오류,아니오,2026-07-04
S30323,오진은,3,국어 3차시,1,단답형,듣기말하기,국3-01,정답,39,0,,아니오,2026-07-11
S30323,오진은,3,국어 3차시,2,서술형,문법,국3-02,오답,106,3,문제해석오류,아니오,2026-07-11
S30323,오진은,3,국어 3차시,3,서술형,문법,국3-03,정답,75,0,,아니오,2026-07-11
S30323,오진은,3,국어 3차시,4,단답형,쓰기,국3-04,정답,67,0,,아니오,2026-07-11
S30323,오진은,3,국어 3차시,5,단답형,읽기,국3-05,정답,100,0,,아니오,2026-07-11
S30323,오진은,4,국어 4차시,1,선택형,문학,국4-01,정답,46,1,,아니오,2026-07-18
S30323,오진은,4,국어 4차시,2,서술형,듣기말하기,국4-02,오답,53,2,문제해석오류,예,2026-07-18
S30323,오진은,4,국어 4차시,3,서술형,읽기,국4-03,오답,89,1,계산실수,예,2026-07-18
S30323,오진은,4,국어 4차시,4,선택형,문학,국4-04,오답,32,1,답형식오류,아니오,2026-07-18
S30323,오진은,4,국어 4차시,5,단답형,듣기말하기,국4-05,오답,81,1,시간부족,아니오,2026-07-18
S30324,배서경,1,국어 1차시,1,선택형,문학,국1-01,정답,19,0,,아니오,2026-06-27
S30324,배서경,1,국어 1차시,2,선택형,듣기말하기,국1-02,정답,57,0,,아니오,2026-06-27
S30324,배서경,1,국어 1차시,3,선택형,읽기,국1-03,오답,86,3,계산실수,아니오,2026-06-27
S30324,배서경,1,국어 1차시,4,단답형,쓰기,국1-04,오답,17,2,개념이해부족,예,2026-06-27
S30324,배서경,1,국어 1차시,5,선택형,쓰기,국1-05,정답,58,1,,아니오,2026-06-27
S30324,배서경,2,국어 2차시,1,수행형,듣기말하기,국2-01,정답,124,0,,아니오,2026-07-04
S30324,배서경,2,국어 2차시,2,선택형,문법,국2-02,오답,64,1,계산실수,아니오,2026-07-04
S30324,배서경,2,국어 2차시,3,선택형,읽기,국2-03,정답,10,1,,아니오,2026-07-04
S30324,배서경,2,국어 2차시,4,선택형,듣기말하기,국2-04,정답,53,0,,예,2026-07-04
S30324,배서경,2,국어 2차시,5,서술형,읽기,국2-05,오답,10,2,문제해석오류,아니오,2026-07-04
S30324,배서경,3,국어 3차시,1,선택형,읽기,국3-01,정답,102,0,,아니오,2026-07-11
S30324,배서경,3,국어 3차시,2,선택형,읽기,국3-02,오답,51,2,시간부족,아니오,2026-07-11
S30324,배서경,3,국어 3차시,3,선택형,듣기말하기,국3-03,정답,63,0,,아니오,2026-07-11
S30324,배서경,3,국어 3차시,4,서술형,문법,국3-04,정답,29,1,,예,2026-07-11
S30324,배서경,3,국어 3차시,5,선택형,문법,국3-05,정답,56,0,,아니오,2026-07-11
S30324,배서경,4,국어 4차시,1,수행형,문학,국4-01,정답,69,1,,아니오,2026-07-18
S30324,배서경,4,국어 4차시,2,수행형,듣기말하기,국4-02,정답,28,0,,아니오,2026-07-18
S30324,배서경,4,국어 4차시,3,단답형,문학,국4-03,정답,60,0,,아니오,2026-07-18
S30324,배서경,4,국어 4차시,4,단답형,문법,국4-04,정답,76,0,,아니오,2026-07-18
S30324,배서경,4,국어 4차시,5,수행형,읽기,국4-05,오답,60,1,계산실수,아니오,2026-07-18
S30325,양혁율,1,국어 1차시,1,수행형,쓰기,국1-01,오답,168,3,문제해석오류,예,2026-06-27
S30325,양혁율,1,국어 1차시,2,단답형,문법,국1-02,정답,23,0,,예,2026-06-27
S30325,양혁율,1,국어 1차시,3,선택형,쓰기,국1-03,정답,53,1,,아니오,2026-06-27
S30325,양혁율,1,국어 1차시,4,선택형,쓰기,국1-04,정답,95,0,,예,2026-06-27
S30325,양혁율,1,국어 1차시,5,수행형,읽기,국1-05,오답,63,2,답형식오류,아니오,2026-06-27
S30325,양혁율,2,국어 2차시,1,서술형,듣기말하기,국2-01,정답,22,0,,아니오,2026-07-04
S30325,양혁율,2,국어 2차시,2,선택형,문학,국2-02,오답,39,3,답형식오류,아니오,2026-07-04
S30325,양혁율,2,국어 2차시,3,단답형,문법,국2-03,정답,20,0,,예,2026-07-04
S30325,양혁율,2,국어 2차시,4,수행형,문학,국2-04,오답,100,2,문제해석오류,아니오,2026-07-04
S30325,양혁율,2,국어 2차시,5,선택형,문학,국2-05,정답,49,0,,아니오,2026-07-04
S30325,양혁율,3,국어 3차시,1,수행형,쓰기,국3-01,오답,31,3,계산실수,예,2026-07-11
S30325,양혁율,3,국어 3차시,2,선택형,듣기말하기,국3-02,정답,64,0,,아니오,2026-07-11
S30325,양혁율,3,국어 3차시,3,서술형,문법,국3-03,정답,64,0,,아니오,2026-07-11
S30325,양혁율,3,국어 3차시,4,서술형,문법,국3-04,정답,86,1,,예,2026-07-11
S30325,양혁율,3,국어 3차시,5,서술형,문법,국3-05,정답,82,0,,예,2026-07-11
S30325,양혁율,4,국어 4차시,1,서술형,듣기말하기,국4-01,오답,10,2,문제해석오류,아니오,2026-07-18
S30325,양혁율,4,국어 4차시,2,선택형,문법,국4-02,정답,48,0,,예,2026-07-18
S30325,양혁율,4,국어 4차시,3,수행형,문학,국4-03,정답,111,0,,아니오,2026-07-18
S30325,양혁율,4,국어 4차시,4,수행형,문학,국4-04,정답,71,1,,아니오,2026-07-18
S30325,양혁율,4,국어 4차시,5,서술형,읽기,국4-05,정답,57,0,,예,2026-07-18
S30326,유진민,1,국어 1차시,1,수행형,쓰기,국1-01,오답,65,2,시간부족,예,2026-06-27
S30326,유진민,1,국어 1차시,2,수행형,문법,국1-02,정답,62,0,,아니오,2026-06-27
S30326,유진민,1,국어 1차시,3,단답형,쓰기,국1-03,정답,21,0,,예,2026-06-27
S30326,유진민,1,국어 1차시,4,단답형,읽기,국1-04,오답,23,3,답형식오류,예,2026-06-27
S30326,유진민,1,국어 1차시,5,단답형,문학,국1-05,정답,73,0,,아니오,2026-06-27
S30326,유진민,2,국어 2차시,1,단답형,듣기말하기,국2-01,정답,55,0,,예,2026-07-04
S30326,유진민,2,국어 2차시,2,수행형,쓰기,국2-02,오답,78,3,답형식오류,예,2026-07-04
S30326,유진민,2,국어 2차시,3,서술형,읽기,국2-03,정답,81,0,,아니오,2026-07-04
S30326,유진민,2,국어 2차시,4,수행형,듣기말하기,국2-04,정답,44,0,,예,2026-07-04
S30326,유진민,2,국어 2차시,5,선택형,문법,국2-05,정답,10,0,,예,2026-07-04
S30326,유진민,3,국어 3차시,1,단답형,쓰기,국3-01,오답,83,2,시간부족,예,2026-07-11
S30326,유진민,3,국어 3차시,2,선택형,문학,국3-02,정답,54,0,,예,2026-07-11
S30326,유진민,3,국어 3차시,3,선택형,읽기,국3-03,오답,67,1,계산실수,예,2026-07-11
S30326,유진민,3,국어 3차시,4,선택형,문법,국3-04,정답,49,0,,예,2026-07-11
S30326,유진민,3,국어 3차시,5,선택형,문법,국3-05,정답,48,0,,예,2026-07-11
S30326,유진민,4,국어 4차시,1,단답형,듣기말하기,국4-01,정답,141,1,,예,2026-07-18
S30326,유진민,4,국어 4차시,2,선택형,문법,국4-02,정답,90,0,,예,2026-07-18
S30326,유진민,4,국어 4차시,3,선택형,문법,국4-03,정답,70,1,,아니오,2026-07-18
S30326,유진민,4,국어 4차시,4,서술형,듣기말하기,국4-04,오답,85,1,시간부족,예,2026-07-18
S30326,유진민,4,국어 4차시,5,선택형,문법,국4-05,오답,126,1,시간부족,예,2026-07-18
